PuntoConteo,Dia,Liviano,Autobuses,C23E,C4E,C5E
22450,22/07/2018,6024,164,247,72,231
22450,22/07/2019,15349,438,598,155,385
22450,22/08/2015,12223,247,397,139,295
22450,22/08/2016,13312,524,545,136,372
22450,22/08/2017,12030,371,573,157,496
22450,22/08/2018,6024,164,247,72,231
22450,22/08/2019,15674,413,655,193,459
22450,22/09/2015,12276,401,511,132,351
22450,22/09/2016,14565,358,604,170,407
22450,22/09/2017,11638,310,504,143,481
22450,22/09/2018,6024,164,247,72,231
22450,22/09/2019,11402,97,247,72,231
22450,22/10/2015,13406,421,507,147,444
22450,22/10/2016,13235,350,495,166,467
22450,22/10/2017,7447,188,192,83,213
22450,22/10/2019,14647,428,192,83,213
22450,22/11/2015,10698,191,201,67,107
22450,22/11/2016,14308,468,641,207,409
22450,22/11/2017,10461,326,519,118,592
22450,22/11/2018,15454,459,653,167,474
22450,22/11/2019,16331,486,519,118,592
22450,22/12/2015,14874,715,614,181,382
22450,22/12/2016,17332,528,776,242,606
22450,22/12/2017,9140,283,414,119,389
22450,22/12/2018,17423,453,603,185,510
22450,22/12/2019,9162,283,414,119,389
22450,23/01/2015,12732,347,513,145,376
22450,23/01/2016,13886,333,420,164,379
22450,23/01/2017,18287,454,661,223,459
22450,23/01/2018,6701,218,302,74,298
22450,23/01/2019,16649,1174,900,200,454
22450,23/02/2015,12047,353,431,89,400
22450,23/02/2016,13705,413,508,185,489
22450,23/02/2017,18950,451,781,213,500
22450,23/02/2018,5873,167,227,58,204
22450,23/02/2019,16947,845,539,166,433
22450,23/03/2015,11414,332,466,118,355
22450,23/03/2016,13062,401,486,155,365
22450,23/03/2017,15611,463,590,197,352
22450,23/03/2018,6024,164,247,72,231
22450,23/03/2019,16135,474,515,161,352
22450,23/04/2015,12291,488,485,115,354
22450,23/04/2016,13278,493,506,143,398
22450,23/04/2017,12293,288,278,112,181
22450,23/04/2018,5144,177,227,67,236
22450,23/04/2019,15101,642,652,196,487
22450,23/05/2015,11374,320,372,102,303
22450,23/05/2016,13328,447,479,130,349
22450,23/05/2017,15961,472,766,237,574
22450,23/05/2018,5253,169,217,62,218
22450,23/05/2019,14910,484,629,197,451
22450,23/06/2015,11884,352,512,149,453
22450,23/06/2016,14105,501,547,183,449
22450,23/06/2017,15085,396,725,202,437
22450,23/06/2018,5098,128,195,54,195
22450,23/06/2019,12229,135,150,55,134
22450,23/07/2015,12782,436,463,137,372
22450,23/07/2016,13700,432,472,157,342
22450,23/07/2017,9500,99,140,55,155
22450,23/07/2018,5098,128,195,54,195
22450,23/07/2019,15454,484,703,200,526
22450,23/08/2015,9673,119,155,45,77
22450,23/08/2016,13603,510,573,153,411
22450,23/08/2017,11798,327,477,163,510
22450,23/08/2018,5098,128,195,54,195
22450,23/08/2019,16724,505,739,232,483
22450,23/09/2015,12467,377,480,149,416
22450,23/09/2016,15539,378,638,161,417
22450,23/09/2017,11715,238,451,137,429
22450,23/09/2018,5098,128,195,54,195
22450,23/09/2019,14860,461,195,54,195
22450,23/10/2015,14251,416,547,166,379
22450,23/10/2016,10396,103,228,83,204
22450,23/10/2017,8615,307,452,128,423
22450,23/10/2019,15815,547,452,128,423
22450,23/11/2015,12919,350,476,121,282
22450,23/11/2016,14258,450,690,185,427
22450,23/11/2017,9967,330,500,127,494
22450,23/11/2018,16613,470,643,182,488
22450,23/11/2019,16323,352,500,127,494
22450,23/12/2015,15210,577,628,158,368
22450,23/12/2016,16199,432,644,238,487
22450,23/12/2017,8221,153,270,70,264
22450,23/12/2018,14091,186,322,110,207
22450,23/12/2019,8241,153,270,70,264
22450,24/01/2015,11537,303,347,123,291
22450,24/01/2016,11421,157,199,83,155
22450,24/01/2017,18325,483,810,255,544
22450,24/01/2018,6992,215,344,77,318
22450,24/01/2019,16487,1258,749,192,442
22450,24/02/2015,11617,347,507,128,383
22450,24/02/2016,13758,384,575,133,458
22450,24/02/2017,18688,579,794,216,514
22450,24/02/2018,6803,189,233,83,238
22450,24/02/2019,13133,140,185,62,157
22450,24/03/2015,11727,326,491,128,402
22450,24/03/2016,10610,150,212,88,168
22450,24/03/2017,16194,480,573,189,332
22450,24/03/2018,5098,128,195,54,195
22450,24/03/2019,13373,138,197,53,126
22450,24/04/2015,13272,492,508,153,393
22450,24/04/2016,10735,193,220,69,166
22450,24/04/2017,16049,524,680,205,440
22450,24/04/2018,4851,126,189,58,181
22450,24/04/2019,15474,656,667,211,495
22450,24/05/2015,8630,101,169,46,123
22450,24/05/2016,13418,417,528,181,444
22450,24/05/2017,16109,490,799,237,638
22450,24/05/2018,6985,216,276,71,298
22450,24/05/2019,15736,503,740,219,407
22450,24/06/2015,12367,413,541,150,515
22450,24/06/2016,14886,545,577,172,413
22450,24/06/2017,14241,313,509,178,372
22450,24/06/2018,4022,77,99,26,74
22450,24/06/2019,15187,421,604,166,368
22450,24/07/2015,13501,508,556,147,367
22450,24/07/2016,10535,133,172,77,102
22450,24/07/2017,12255,296,444,165,413
22450,24/07/2018,4022,77,99,26,74
22450,24/07/2019,15642,485,767,219,500
22450,24/08/2015,11714,307,385,109,291
22450,24/08/2016,14069,620,667,188,478
22450,24/08/2017,11441,321,532,140,542
22450,24/08/2018,4022,77,99,26,74
22450,24/08/2019,15521,376,452,137,381
22450,24/09/2015,12556,331,449,136,374
22450,24/09/2016,13145,283,441,139,298
22450,24/09/2017,8646,136,175,66,130
22450,24/09/2018,4022,77,99,26,74
22450,24/09/2019,13988,500,99,26,74
22450,24/10/2015,12240,356,404,135,329
22450,24/10/2016,13278,410,507,141,455
22450,24/10/2017,5580,169,234,83,238
22450,24/10/2019,12780,409,234,83,238
22450,24/11/2015,13376,371,556,158,397
22450,24/11/2016,10977,276,585,177,311
22450,24/11/2017,10826,362,524,127,489
22450,24/11/2018,15947,341,516,143,394
22450,24/11/2019,13702,163,524,127,489
22450,24/12/2015,12378,234,416,136,232
22450,24/12/2016,12663,232,454,151,288
22450,24/12/2017,6315,70,120,52,137
22450,24/12/2018,12849,239,339,93,239
22450,24/12/2019,6332,70,120,52,137
22450,25/01/2015,9810,116,137,52,122
22450,25/01/2016,14104,428,421,130,397
22450,25/01/2017,18723,468,818,251,519
22450,25/01/2018,5515,140,214,59,226
22450,25/01/2019,16602,1339,757,192,483
22450,25/02/2015,12050,344,502,123,389
22450,25/02/2016,13822,415,520,164,416
22450,25/02/2017,17655,411,651,212,415
22450,25/02/2018,6010,74,129,41,118
22450,25/02/2019,16615,1110,613,171,458
22450,25/03/2015,12165,389,578,139,391
22450,25/03/2016,7265,65,88,37,62
22450,25/03/2017,15326,335,428,148,242
22450,25/03/2018,4022,77,99,26,74
22450,25/03/2019,15860,605,584,179,451
22450,25/04/2015,12003,335,396,113,327
22450,25/04/2016,13141,428,467,138,359
22450,25/04/2017,16170,570,805,246,536
22450,25/04/2018,5253,169,217,62,218
22450,25/04/2019,15929,646,703,196,509
22450,25/05/2015,11294,379,418,91,421
22450,25/05/2016,13481,476,562,179,416
22450,25/05/2017,14466,438,662,214,598
22450,25/05/2018,6024,164,247,72,231
22450,25/05/2019,15147,427,500,151,355
22450,25/06/2015,12604,436,551,170,444
22450,25/06/2016,13751,376,430,126,296
22450,25/06/2017,11745,142,252,113,191
22450,25/06/2018,5197,147,209,55,221
22450,25/06/2019,14992,469,706,203,453
22450,25/07/2015,11803,323,320,105,222
22450,25/07/2016,10210,254,292,76,163
22450,25/07/2017,10971,240,393,112,337
22450,25/07/2018,5197,147,209,55,221
22450,25/07/2019,13589,304,504,153,342
22450,25/08/2015,12212,333,465,119,404
22450,25/08/2016,14112,588,672,202,477
22450,25/08/2017,13004,344,504,142,548
22450,25/08/2018,5197,147,209,55,221
22450,25/08/2019,12318,121,174,57,98
22450,25/09/2015,13802,368,537,160,355
22450,25/09/2016,10451,98,162,67,96
22450,25/09/2017,10378,309,421,110,371
22450,25/09/2018,5197,147,209,55,221
22450,25/09/2019,15030,514,209,55,221
22450,25/10/2015,9548,106,180,54,116
22450,25/10/2016,13830,411,646,194,499
22450,25/10/2017,5662,217,272,107,243
22450,25/10/2019,12862,457,272,107,243
22450,25/11/2015,13534,361,509,165,377
22450,25/11/2016,11944,321,541,159,341
22450,25/11/2017,10788,277,398,115,397
22450,25/11/2018,13232,153,242,101,175
22450,25/11/2019,15882,442,398,115,397
22450,25/12/2015,9922,84,114,42,105
22450,25/12/2016,10639,62,125,44,83
22450,25/12/2017,6436,56,72,23,49
22450,25/12/2018,11316,66,104,51,81
22450,25/12/2019,6451,56,72,23,49
22450,26/01/2015,10951,332,360,90,308
22450,26/01/2016,13775,345,510,155,466
22450,26/01/2017,18069,485,814,236,526
22450,26/01/2018,5872,190,274,79,232
22450,26/01/2019,16026,1048,602,159,330
22450,26/02/2015,12274,352,518,120,350
22450,26/02/2016,14590,364,560,140,373
22450,26/02/2017,15379,147,251,129,193
22450,26/02/2018,5647,159,226,69,199
22450,26/02/2019,16557,1056,723,202,494
22450,26/03/2015,12593,356,491,137,356
22450,26/03/2016,8560,122,194,69,103
22450,26/03/2017,13096,157,220,69,126
22450,26/03/2018,5197,147,209,55,221
22450,26/03/2019,15899,717,689,232,501
22450,26/04/2015,9495,131,186,63,115
22450,26/04/2016,13202,506,579,195,475
22450,26/04/2017,16306,531,755,254,516
22450,26/04/2018,6985,216,276,71,298
22450,26/04/2019,16299,747,711,186,558
22450,26/05/2015,11672,399,472,123,435
22450,26/05/2016,13985,443,550,136,426
22450,26/05/2017,15385,440,687,212,528
22450,26/05/2018,5098,128,195,54,195
22450,26/05/2019,11882,136,164,55,143
22450,26/06/2015,13539,449,549,158,414
22450,26/06/2016,10799,98,174,74,107
22450,26/06/2017,13946,349,554,181,406
22450,26/06/2018,5169,138,208,62,234
22450,26/06/2019,15003,503,705,220,548
22450,26/07/2015,9571,186,148,44,78
22450,26/07/2016,13975,514,561,175,418
22450,26/07/2017,14012,375,611,160,468
22450,26/07/2018,5169,138,208,62,234
22450,26/07/2019,14584,447,707,170,416
22450,26/08/2015,12524,370,511,145,419
22450,26/08/2016,14713,497,624,184,468
22450,26/08/2017,11671,251,379,124,416
22450,26/08/2018,5169,138,208,62,234
22450,26/08/2019,15019,452,596,155,414
22450,26/09/2015,12029,304,411,129,307
22450,26/09/2016,13759,359,480,123,332
22450,26/09/2017,11417,312,501,152,500
22450,26/09/2018,5169,138,208,62,234
22450,26/09/2019,15231,545,208,62,234
22450,26/10/2015,11902,364,473,109,302
22450,26/10/2016,13732,384,646,183,555
22450,26/10/2017,6672,214,309,101,300
22450,26/10/2019,13872,454,309,101,300
22450,26/11/2015,13764,430,538,161,355
22450,26/11/2016,13074,294,479,143,294
22450,26/11/2017,10529,151,218,59,191
22450,26/11/2018,15302,400,525,158,390
22450,26/11/2019,15794,467,218,59,191
22450,26/12/2015,11391,163,250,83,254
22450,26/12/2016,14303,368,441,132,301
22450,26/12/2017,7441,175,266,60,238
22450,26/12/2018,14733,421,455,140,323
22450,26/12/2019,7459,175,266,60,238
22450,27/01/2015,11210,285,485,122,339
22450,27/01/2016,14138,442,543,133,455
22450,27/01/2017,18458,456,754,268,471
22450,27/01/2018,4763,124,167,62,201
22450,27/01/2019,12545,145,183,73,135
22450,27/02/2015,13292,366,518,149,383
22450,27/02/2016,13618,295,430,127,333
22450,27/02/2017,18809,450,676,201,432
22450,27/02/2018,5042,132,204,56,217
22450,27/02/2019,16370,1286,792,214,521
22450,27/03/2015,13336,358,562,142,357
22450,27/03/2016,8420,124,171,67,98
22450,27/03/2017,16507,385,512,158,316
22450,27/03/2018,5572,161,247,60,270
22450,27/03/2019,15587,729,793,224,534
22450,27/04/2015,11764,395,440,98,280
22450,27/04/2016,14065,562,567,166,423
22450,27/04/2017,17097,605,750,217,517
22450,27/04/2018,6024,164,247,72,231
22450,27/04/2019,15257,491,545,166,525
22450,27/05/2015,12055,408,502,121,357
22450,27/05/2016,14934,458,608,168,377
22450,27/05/2017,14114,311,492,192,384
22450,27/05/2018,4022,77,99,26,74
22450,27/05/2019,14966,391,597,193,398
22450,27/06/2015,12373,308,414,103,289
22450,27/06/2016,13272,490,463,124,341
22450,27/06/2017,14222,402,607,179,475
22450,27/06/2018,5062,132,219,57,244
22450,27/06/2019,15013,467,652,188,508
22450,27/07/2015,12210,385,430,112,318
22450,27/07/2016,14161,512,665,179,470
22450,27/07/2017,14473,413,653,181,562
22450,27/07/2018,5062,132,219,57,244
22450,27/07/2019,14547,339,475,141,379
22450,27/08/2015,12870,346,469,153,432
22450,27/08/2016,13828,477,441,150,320
22450,27/08/2017,10882,94,189,90,211
22450,27/08/2018,5062,132,219,57,244
22450,27/08/2019,15405,522,688,208,544
22450,27/09/2015,9198,159,170,49,111
22450,27/09/2016,13750,397,592,151,423
22450,27/09/2017,11187,337,532,163,536
22450,27/09/2018,5062,132,219,57,244
22450,27/09/2019,16021,597,219,57,244
22450,27/10/2015,12460,346,465,163,380
22450,27/10/2016,14081,432,634,184,514
22450,27/10/2017,8557,249,350,127,358
22450,27/10/2019,15757,489,350,127,358
22450,27/11/2015,15163,386,567,181,414
22450,27/11/2016,10759,122,265,98,147
22450,27/11/2017,10381,309,449,91,415
22450,27/11/2018,14958,436,645,190,456
22450,27/11/2019,16120,478,449,91,415
22450,27/12/2015,10073,128,246,65,139
22450,27/12/2016,14036,446,542,175,414
22450,27/12/2017,7149,207,307,75,329
22450,27/12/2018,14256,437,626,153,399
22450,27/12/2019,7166,207,307,75,329
22450,28/01/2015,11009,344,511,105,335
22450,28/01/2016,14353,372,535,133,418
22450,28/01/2017,17268,400,575,183,361
22450,28/01/2018,4573,71,95,41,133
22450,28/01/2019,16093,1123,689,142,411
22450,28/02/2015,12246,331,448,106,284
22450,28/02/2016,11019,135,225,84,141
22450,28/02/2017,18844,502,804,224,536
22450,28/02/2018,5062,132,219,57,244
22450,28/02/2019,16139,1067,673,191,544
22450,28/03/2015,12995,336,477,153,319
22450,28/03/2016,11718,370,405,141,307
22450,28/03/2017,15449,426,636,187,456
22450,28/03/2018,4736,105,190,51,200
22450,28/03/2019,15892,684,700,217,503
22450,28/04/2015,11879,421,499,141,379
22450,28/04/2016,13594,492,527,155,376
22450,28/04/2017,17330,553,795,225,478
22450,28/04/2018,5098,128,195,54,195
22450,28/04/2019,12852,153,196,66,116
22450,28/05/2015,11878,456,509,113,372
22450,28/05/2016,12859,396,400,113,340
22450,28/05/2017,11275,111,182,72,128
22450,28/05/2018,5197,147,209,55,221
22450,28/05/2019,14941,518,696,198,482
22450,28/06/2015,9583,153,201,45,89
22450,28/06/2016,13782,468,557,153,503
22450,28/06/2017,14226,432,693,219,562
22450,28/06/2018,5628,142,231,65,253
22450,28/06/2019,15567,528,706,187,501
22450,28/07/2015,12240,486,526,182,439
22450,28/07/2016,14924,596,650,199,489
22450,28/07/2017,14747,392,633,192,504
22450,28/07/2018,5628,142,231,65,253
22450,28/07/2019,12776,107,159,61,96
22450,28/08/2015,13995,381,505,142,380
22450,28/08/2016,11003,230,217,57,94
22450,28/08/2017,11473,294,439,127,411
22450,28/08/2018,5628,142,231,65,253
22450,28/08/2019,15358,511,708,224,509
22450,28/09/2015,11735,419,448,104,322
22450,28/09/2016,14059,386,578,172,442
22450,28/09/2017,11554,296,482,173,515
22450,28/09/2018,5628,142,231,65,253
22450,28/09/2019,14341,355,231,65,253
22450,28/10/2015,13028,356,535,161,400
22450,28/10/2016,14872,481,669,217,460
22450,28/10/2017,7038,176,251,86,287
22450,28/10/2019,14238,416,251,86,287
22450,28/11/2015,13718,303,423,113,247
22450,28/11/2016,13352,344,579,171,375
22450,28/11/2017,9712,305,513,124,432
22450,28/11/2018,15129,445,692,184,423
22450,28/11/2019,15859,466,513,124,432
22450,28/12/2015,11983,419,394,108,257
22450,28/12/2016,13466,346,551,193,415
22450,28/12/2017,6814,200,266,66,276
22450,28/12/2018,14531,497,627,186,418
22450,28/12/2019,6831,200,266,66,276
22450,29/01/2015,9591,298,396,102,301
22450,29/01/2016,15160,402,516,169,453
22450,29/01/2017,13621,142,223,116,170
22450,29/01/2018,4965,138,194,74,220
22450,29/01/2019,16200,1100,781,220,470
22450,29/02/2016,13638,285,406,86,354
22450,29/03/2015,10314,155,215,79,145
22450,29/03/2016,12959,427,530,156,434
22450,29/03/2017,15753,394,602,186,373
22450,29/03/2018,5628,142,231,65,253
22450,29/03/2019,16649,671,771,214,527
22450,29/04/2015,12827,425,561,127,388
22450,29/04/2016,14527,579,584,171,449
22450,29/04/2017,16049,496,584,179,426
22450,29/04/2018,4022,77,99,26,74
22450,29/04/2019,15164,686,590,163,428
22450,29/05/2015,12852,425,510,140,344
22450,29/05/2016,10316,164,219,76,112
22450,29/05/2017,14152,393,576,156,374
22450,29/05/2018,5169,138,208,62,234
22450,29/05/2019,15108,491,687,227,548
22450,29/06/2015,11911,369,435,92,349
22450,29/06/2016,14326,490,593,171,463
22450,29/06/2017,14768,427,693,189,497
22450,29/06/2018,5933,146,250,63,218
22450,29/06/2019,15795,408,585,177,313
22450,29/07/2015,12418,494,521,173,357
22450,29/07/2016,14823,496,645,187,449
22450,29/07/2017,13946,337,502,131,429
22450,29/07/2018,5933,146,250,63,218
22450,29/07/2019,15168,460,650,177,387
22450,29/08/2015,12516,260,390,120,292
22450,29/08/2016,13388,486,515,148,310
22450,29/08/2017,11953,305,510,136,496
22450,29/08/2018,5933,146,250,63,218
22450,29/08/2019,15737,456,688,195,446
22450,29/09/2015,12359,397,477,138,380
22450,29/09/2016,14170,424,584,166,411
22450,29/09/2017,12434,305,430,147,354
22450,29/09/2018,5933,146,250,63,218
22450,29/09/2019,11696,114,250,63,218
22450,29/10/2015,13554,405,568,139,389
22450,29/10/2016,14066,326,508,179,367
22450,29/10/2017,7458,170,191,81,223
22450,29/10/2019,14658,410,191,81,223
22450,29/11/2015,10797,138,199,71,92
22450,29/11/2016,14529,466,651,220,431
22450,29/11/2017,10179,327,442,119,456
22450,29/11/2018,15865,434,675,187,426
22450,29/11/2019,16642,496,442,119,456
22450,29/12/2015,12289,513,459,135,360
22450,29/12/2016,13467,316,552,146,353
22450,29/12/2017,7017,166,281,86,308
22450,29/12/2018,14656,323,457,129,271
22450,29/12/2019,7034,166,281,86,308
22450,30/01/2015,11528,380,534,132,356
22450,30/01/2016,14214,298,413,154,334
22450,30/01/2017,17731,464,615,186,462
22450,30/01/2018,5739,188,240,72,261
22450,30/01/2019,16695,1201,770,214,436
22450,30/03/2015,11323,319,406,94,321
22450,30/03/2016,13488,581,580,153,433
22450,30/03/2017,16163,417,647,195,441
22450,30/03/2018,5933,146,250,63,218
22450,30/03/2019,16423,523,540,158,435
22450,30/04/2015,12958,450,547,126,337
22450,30/04/2016,14041,370,434,155,305
22450,30/04/2017,16806,213,295,146,290
22450,30/04/2018,5197,147,209,55,221
22450,30/04/2019,15664,682,703,213,439
22450,30/05/2015,12084,331,353,103,295
22450,30/05/2016,13430,482,538,142,348
22450,30/05/2017,13924,361,641,199,503
22450,30/05/2018,5062,132,219,57,244
22450,30/05/2019,15515,506,668,224,532
22450,30/06/2015,11910,397,536,148,421
22450,30/06/2016,14495,612,674,184,475
22450,30/06/2017,15059,479,691,198,484
22450,30/06/2018,7165,157,228,61,275
22450,30/06/2019,13544,151,172,49,103
22450,30/07/2015,12722,449,528,143,393
22450,30/07/2016,13667,348,425,150,514
22450,30/07/2017,11240,136,190,68,127
22450,30/07/2018,7165,157,228,61,275
22450,30/07/2019,14925,456,791,200,515
22450,30/08/2015,10097,95,182,50,103
22450,30/08/2016,14079,475,594,175,445
22450,30/08/2017,11633,334,494,121,419
22450,30/08/2018,7165,157,228,61,275
22450,30/08/2019,16253,440,717,218,452
22450,30/09/2015,12468,418,539,156,374
22450,30/09/2016,14313,422,592,151,387
22450,30/09/2017,12145,239,324,95,291
22450,30/09/2018,7165,157,228,61,275
22450,30/09/2019,15240,572,228,61,275
22450,30/10/2015,14436,398,575,161,388
22450,30/10/2016,10690,107,234,88,123
22450,30/10/2017,9491,319,473,140,439
22450,30/10/2019,16691,479,473,140,439
22450,30/11/2015,12797,364,464,129,291
22450,30/11/2016,14883,450,693,189,456
22450,30/11/2017,9794,339,502,150,486
22450,30/11/2018,16854,494,725,199,524
22450,30/11/2019,17285,371,502,150,486
22450,30/12/2015,12669,411,468,150,322
22450,30/12/2016,13469,273,478,165,348
22450,30/12/2017,7818,150,255,65,277
22450,30/12/2018,12862,134,259,81,173
22450,30/12/2019,7837,150,255,65,277
22450,31/01/2015,12055,308,430,120,291
22450,31/01/2016,11278,164,201,86,95
22450,31/01/2017,18283,467,770,253,551
22450,31/01/2018,4678,155,214,56,185
22450,31/01/2019,16803,1168,716,186,438
22450,31/03/2015,11426,441,492,115,419
22450,31/03/2016,13550,554,579,156,443
22450,31/03/2017,17143,553,825,252,465
22450,31/03/2018,7165,157,228,61,275
22450,31/03/2019,13846,183,200,73,218
22450,31/05/2015,9425,106,173,40,120
22450,31/05/2016,13499,526,541,158,485
22450,31/05/2017,14156,381,670,196,503
22450,31/05/2018,5628,142,231,65,253
22450,31/05/2019,15955,502,718,240,471
22450,31/07/2015,13710,578,547,152,397
22450,31/07/2016,10778,140,207,73,282
22450,31/07/2017,13637,357,552,140,474
22450,31/07/2018,5813,132,230,58,247
22450,31/07/2019,15859,488,745,220,509
22450,31/08/2015,12069,335,419,90,260
22450,31/08/2016,14170,426,590,219,642
22450,31/08/2017,12166,319,467,118,473
22450,31/08/2018,5813,132,230,58,247
22450,31/08/2019,15442,302,519,161,449
22450,31/10/2015,12877,320,412,124,333
22450,31/10/2016,13023,373,549,144,337
22450,31/10/2017,6627,198,251,107,254
22450,31/10/2019,13827,439,251,107,254
22450,31/12/2015,11571,223,384,110,289
22450,31/12/2016,11797,203,323,122,222
22450,31/12/2017,5762,73,140,34,106
22450,31/12/2018,11843,188,330,87,238
22450,31/12/2019,5777,73,140,34,106
30620,01/01/2015,17868,105,75,36,252
30620,01/01/2016,22936,310,453,130,552
30620,01/01/2017,24914,174,126,88,225
30620,01/01/2018,4857,40,33,12,48
30620,01/01/2019,25760,182,144,95,245
30620,01/01/2020,5892,58,33,12,48
30620,01/02/2015,26338,321,319,206,522
30620,01/02/2016,26193,515,582,219,832
30620,01/02/2017,21044,437,731,244,894
30620,01/02/2018,15694,303,576,167,660
30620,01/02/2019,24923,486,732,245,920
30620,01/03/2015,24023,279,299,129,361
30620,01/03/2016,17101,355,674,246,828
30620,01/03/2017,18142,406,760,229,843
30620,01/03/2018,18787,415,751,253,942
30620,01/03/2019,22299,476,727,214,996
30620,01/04/2015,25801,445,647,216,807
30620,01/04/2016,20298,501,744,234,816
30620,01/04/2017,26139,426,631,186,681
30620,01/04/2018,29999,326,271,148,474
30620,01/04/2019,24245,432,596,243,1093
30620,01/05/2015,25779,358,463,159,428
30620,01/05/2016,22868,272,261,126,316
30620,01/05/2017,25636,282,320,129,404
30620,01/05/2018,21851,304,452,178,559
30620,01/05/2019,20988,329,513,172,568
30620,01/06/2015,19137,351,491,161,676
30620,01/06/2016,16532,404,632,211,1000
30620,01/06/2017,16974,400,626,244,890
30620,01/06/2018,20217,499,717,259,1023
30620,01/06/2019,23754,335,511,189,665
30620,01/07/2015,16291,429,628,199,770
30620,01/07/2016,21119,442,747,236,686
30620,01/07/2017,27167,398,547,207,725
30620,01/07/2018,24735,260,286,143,457
30620,01/07/2019,18863,265,377,140,413
30620,01/08/2015,23004,369,567,163,583
30620,01/08/2016,22571,402,546,185,679
30620,01/08/2017,17172,408,690,226,873
30620,01/08/2018,18667,433,720,247,947
30620,01/08/2019,21502,439,663,229,820
30620,01/09/2015,14525,435,498,172,618
30620,01/09/2016,4575,88,171,84,282
30620,01/09/2017,20706,429,681,225,869
30620,01/09/2018,26326,361,592,199,670
30620,01/09/2019,23599,227,240,87,461
30620,01/10/2015,15144,424,575,184,675
30620,01/10/2016,17338,301,416,127,473
30620,01/10/2017,20122,243,297,122,347
30620,01/10/2018,20870,364,477,193,721
30620,01/10/2019,16822,339,477,193,721
30620,01/11/2015,20043,199,257,128,365
30620,01/11/2016,16565,398,685,215,775
30620,01/11/2017,17358,487,712,270,931
30620,01/11/2018,18237,454,722,216,1081
30620,01/11/2019,21264,460,689,254,957
30620,01/12/2015,16260,387,567,198,583
30620,01/12/2016,18684,451,726,243,811
30620,01/12/2017,21678,505,789,276,871
30620,01/12/2018,28672,433,590,240,789
30620,01/12/2019,27150,292,789,276,871
30620,02/01/2015,27427,318,382,116,584
30620,02/01/2016,34850,375,466,191,570
30620,02/01/2017,30659,352,450,201,728
30620,02/01/2019,30608,345,443,182,693
30620,02/02/2015,24235,523,643,250,897
30620,02/02/2016,19177,408,630,252,894
30620,02/02/2017,21438,455,674,226,949
30620,02/02/2018,23342,468,746,244,970
30620,02/02/2019,28850,413,595,243,1051
30620,02/03/2015,21492,386,531,189,819
30620,02/03/2016,14964,331,586,227,819
30620,02/03/2017,18928,399,738,270,824
30620,02/03/2018,22001,485,786,251,932
30620,02/03/2019,27811,396,607,231,880
30620,02/04/2015,28913,286,299,135,459
30620,02/04/2016,25339,438,636,192,717
30620,02/04/2017,24119,250,298,124,380
30620,02/04/2018,19346,320,479,193,701
30620,02/04/2019,17686,391,604,261,1045
30620,02/05/2015,20900,285,401,151,514
30620,02/05/2016,21757,363,608,194,729
30620,02/05/2017,24163,390,590,214,672
30620,02/05/2018,21107,373,609,228,736
30620,02/05/2019,20133,365,615,231,703
30620,02/06/2015,14780,389,598,223,843
30620,02/06/2016,16903,410,651,226,1088
30620,02/06/2017,19614,395,696,257,842
30620,02/06/2018,24849,384,562,243,902
30620,02/06/2019,20732,201,245,88,267
30620,02/07/2015,17107,444,631,199,754
30620,02/07/2016,26386,405,546,225,704
30620,02/07/2017,24840,259,271,167,352
30620,02/07/2018,24939,395,501,178,898
30620,02/07/2019,17848,395,577,240,707
30620,02/08/2015,20573,222,251,94,295
30620,02/08/2016,19777,307,532,192,666
30620,02/08/2017,18614,339,586,199,697
30620,02/08/2018,22039,374,591,203,611
30620,02/08/2019,28610,404,605,180,570
30620,02/09/2015,14971,404,622,169,686
30620,02/09/2017,23915,384,540,185,744
30620,02/09/2018,22858,200,256,115,300
30620,02/09/2019,22280,393,515,157,845
30620,02/10/2015,17735,415,644,164,745
30620,02/10/2016,22059,278,278,117,291
30620,02/10/2017,19913,377,522,177,740
30620,02/10/2018,16280,385,652,196,807
30620,02/10/2019,17067,366,652,196,807
30620,02/11/2015,20044,373,478,146,579
30620,02/11/2016,16594,375,662,204,799
30620,02/11/2017,17775,447,749,246,979
30620,02/11/2018,21148,495,741,226,990
30620,02/11/2019,25826,411,749,246,979
30620,02/12/2015,14604,310,589,219,617
30620,02/12/2016,21921,543,777,279,891
30620,02/12/2017,26729,464,641,267,758
30620,02/12/2018,25529,264,322,122,492
30620,02/12/2019,24728,440,641,267,758
30620,03/01/2015,26313,332,437,143,479
30620,03/01/2016,33626,344,317,140,427
30620,03/01/2017,25475,387,641,271,999
30620,03/01/2019,26485,386,594,222,965
30620,03/02/2015,18066,452,704,198,867
30620,03/02/2016,19211,425,704,227,842
30620,03/02/2017,23824,484,847,249,824
30620,03/02/2018,28014,464,663,218,849
30620,03/02/2019,28437,350,307,128,565
30620,03/03/2015,15885,441,639,215,863
30620,03/03/2016,17490,397,691,224,907
30620,03/03/2017,21231,447,755,197,833
30620,03/03/2018,27710,400,617,243,980
30620,03/03/2019,25242,280,282,141,318
30620,03/04/2015,24132,167,111,68,218
30620,03/04/2016,23162,308,323,133,342
30620,03/04/2017,21864,402,537,206,697
30620,03/04/2018,17306,349,609,261,973
30620,03/04/2019,17697,460,667,226,968
30620,03/05/2015,23664,204,222,88,281
30620,03/05/2016,16440,339,627,226,1146
30620,03/05/2017,16876,398,690,228,952
